",date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,hospitalizedDischarged,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,dataQualityGrade,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade"
"61,20210306,CA,3497578,,,,totalTestsViral,49512828,4513.0,,1221.0,,,,,3/6/2021 02:59,2021-03-06T02:59:00Z,03/05 21:59,53866,,,2021-03-06T02:59:00Z,49512828.0,,,3497578.0,,,,,,,,,,,,,,,06,4452,0,3497578,218325,3497578,,418,0,54b454d1890500b58f2f6b964b37bc373242b0dc,0,0,0,0,0,"
"62,20210306,CO,435762,24786.0,2199458.0,,totalTestEncountersViral,6376960,326.0,23886.0,,,,,,3/6/2021 01:59,2021-03-06T01:59:00Z,03/05 20:59,5986,23886.0,23003.0,2021-03-06T01:59:00Z,,,,410976.0,5251.0,735.0,6376960.0,2610434.0,433082.0,62612.0,368326.0,,,,,,,,08,1108,5505,2635220,33600,2635220,,0,23,16637b85009ae688fc919c0e85c238997aadb3bb,0,0,0,0,0,"
"63,20210306,CT,285330,19621.0,,,totalTestsViral,6520366,428.0,,,,,,,3/4/2021 23:59,2021-03-04T23:59:00Z,03/04 18:59,7704,,,2021-03-04T23:59:00Z,6520366.0,323284.0,6188566.0,265709.0,6327.0,1377.0,,,,,,,,,,,396680.0,22245.0,09,0,0,285330,0,285330,,0,0,0951e354801a64a05ba03d58d6bdfed350e51930,0,0,0,0,0,"
"64,20210306,DC,41273,,,,totalTestEncountersViral,1255637,150.0,,40.0,,15.0,,29470.0,3/5/2021 00:00,2021-03-05T00:00:00Z,03/04 19:00,1030,,,2021-03-05T00:00:00Z,,,,,,,1255637.0,440793.0,,,,,,,,,,,11,151,0,41273,8000,41273,,3,0,aea5a698b50288088258ff2e56e77b83cb492d23,0,0,0,0,0,"
"65,20210306,DE,88139,4715.0,544153.0,,totalTestEncountersViral,1426075,114.0,,12.0,,,,,3/5/2021 18:00,2021-03-05T18:00:00Z,03/05 13:00,1464,,,2021-03-05T18:00:00Z,,91685.0,,83424.0,1328.0,136.0,1426075.0,632292.0,,,,,,,,,,,10,265,1362,632292,8757,632292,,11,0,0c0d7ba9adc97456b67de8b807dee6a2cf3a47f0,0,0,0,0,0,"
"66,20210306,FL,1905185,359542.0,9319872.0,8496.0,totalTestEncountersViral,22274583,3352.0,82145.0,,,,,,3/5/2021 23:59,2021-03-05T23:59:00Z,03/05 18:59,32200,82145.0,,2021-03-05T23:59:00Z,19430475.0,2496909.0,16841086.0,1545643.0,,,22274583.0,11225057.0,1054711.0,190026.0,864153.0,995580.0,178979.0,816231.0,,,,,12,4587,23282,11233553,87820,11225057,,107,243,9caf89c49d1befc5c6364bdf8d2d423dc4660db1,0,0,0,0,0,"
"67,20210306,GA,1021778,194381.0,,,totalTestsViral,7340242,2071.0,56762.0,,9260.0,,,,3/6/2021 14:50,2021-03-06T14:50:00Z,03/06 09:50,17905,56762.0,,2021-03-06T14:50:00Z,7340242.0,802411.0,,827397.0,15597.0,2308.0,,,481545.0,77793.0,,,,,,,1478232.0,168005.0,13,2269,0,1021778,24765,1021778,,90,135,a08ff58f33e9a52f353c453ae74a7de5aaea6c72,0,0,0,0,0,"
"68,20210306,GU,7749,209.0,112887.0,,posNeg,120636,2.0,,1.0,,1.0,,7590.0,3/6/2021 04:30,2021-03-06T04:30:00Z,03/05 23:30,133,,,2021-03-06T04:30:00Z,120426.0,,,7540.0,,,,,358.0,27.0,,,,,,,9299.0,248.0,66,1,0,120636,1,120636,,0,0,3cbff9634f41aa86b1d49747dfdfffa10dec13d1,0,0,0,0,0,"
"69,20210306,HI,28646,808.0,,,totalTestEncountersViral,1141679,27.0,2226.0,5.0,,3.0,,,3/4/2021 14:30,2021-03-04T14:30:00Z,03/04 09:30,444,2226.0,,2021-03-04T14:30:00Z,,27726.0,,27838.0,444.0,,1141679.0,,,,,,,,,,,,15,85,0,28646,5284,28646,,1,1,9fa0a9bc60865ee5f8667e0c6fe4fd74040b134b,0,0,0,0,0,"
"70,20210306,IA,282127,,1043119.0,,posNeg,1325246,170.0,,38.0,,10.0,,319780.0,3/6/2021 00:00,2021-03-06T00:00:00Z,03/05 19:00,5552,,,2021-03-06T00:00:00Z,2749435.0,306056.0,2428315.0,282127.0,,,,1327640.0,,,,113559.0,19635.0,93873.0,247775.0,57133.0,1388623.0,60633.0,19,362,1515,1325246,1877,1325246,,3,0,1142f60050fea038a820b3444d5d15ccbc344bef,0,0,0,0,0,"
"71,20210306,ID,172827,32814.0,505429.0,,totalTestsPeopleViral,645442,150.0,7179.0,33.0,1245.0,,,95808.0,3/5/2021 19:02,2021-03-05T19:02:00Z,03/05 14:02,1876,7179.0,,2021-03-05T19:02:00Z,1102848.0,,,140013.0,1649.0,227.0,,645442.0,,,,,,,,,123809.0,,16,240,504,678256,646,678256,,0,15,35d8f1d09c758c9e752bbc38a6481a8d7608b9c6,0,0,0,0,0,"
"72,20210306,IL,1197267,,,,totalTestsViral,18572096,1210.0,,261.0,,108.0,,,3/6/2021 00:00,2021-03-06T00:00:00Z,03/05 19:00,23002,,,2021-03-06T00:00:00Z,18572096.0,,,,20750.0,2252.0,,,,,,,,,,,,,17,2565,0,1197267,79248,1197267,,56,0,b2b38a17cd59d0da9998066091c19319541188ea,0,0,0,0,0,"
"73,20210306,IN,666516,,2478513.0,,totalTestsViral,8212940,663.0,43153.0,118.0,7586.0,60.0,,,3/5/2021 23:59,2021-03-05T23:59:00Z,03/05 18:59,12726,43153.0,434718.0,2021-03-05T23:59:00Z,8212940.0,759598.0,,,12299.0,427.0,,3145029.0,,,,,,,,,,,18,1231,5155,3145029,41718,3145029,,29,49,db8a21855b69af38fdd152c198f59b90b444c59f,0,0,0,0,0,"
"74,20210306,KS,295861,,974686.0,,posNeg,1270547,235.0,9387.0,50.0,2554.0,22.0,411.0,,3/5/2021 10:00,2021-03-05T10:00:00Z,03/05 05:00,4812,9387.0,6473.0,2021-03-05T10:00:00Z,2525259.0,,,,,,,1270547.0,,,,,,,,,602322.0,,20,0,0,1270547,0,1270547,,0,0,33649b9a59196e11fd27d8c0b340131b5830cb0d,0,0,0,0,0,"
"75,20210306,KY,410184,96186.0,,,totalTestsViral,3975672,591.0,19451.0,171.0,4034.0,72.0,,48131.0,3/6/2021 00:00,2021-03-06T00:00:00Z,03/05 19:00,4806,19451.0,,2021-03-06T00:00:00Z,3975672.0,251921.0,,313998.0,4356.0,450.0,,,111886.0,9929.0,,,,,,,509047.0,37655.0,21,839,0,410184,5773,410184,,52,71,b40155b94de8b72d0fc694be25c6bd0046d2f2da,0,0,0,0,0,"
"76,20210306,LA,433045,61051.0,5241101.0,,posNeg,5674146,538.0,,,,77.0,,415954.0,3/5/2021 13:00,2021-03-05T13:00:00Z,03/05 08:00,9716,,,2021-03-05T13:00:00Z,5613095.0,,,371994.0,9007.0,709.0,,,,,,,,,,,466494.0,,22,0,0,5674146,0,5674146,,0,0,65c7241c65fa94c4b04ee3b495596a630b81b888,0,0,0,0,0,"
"77,20210306,MA,589931,32129.0,4396764.0,,totalTestsViral,16728973,687.0,19713.0,176.0,,114.0,,508745.0,3/5/2021 23:59,2021-03-05T23:59:00Z,03/05 18:59,16374,19713.0,,2021-03-05T23:59:00Z,16728973.0,666605.0,,557802.0,16044.0,330.0,,4954566.0,,,,156185.0,15425.0,,578153.0,,,,25,1722,7826,4986695,100359,4986695,,52,0,4d24f61981b1c5eca3be89bc9d0f07155b36f735,0,0,0,0,0,"
"78,20210306,MD,386610,,3032496.0,,totalTestsViral,8064462,830.0,35572.0,230.0,,,,9703.0,3/6/2021 10:00,2021-03-06T10:00:00Z,03/06 05:00,7941,35572.0,,2021-03-06T10:00:00Z,8064462.0,471762.0,,386610.0,7759.0,182.0,,3419106.0,,,,198139.0,28360.0,169779.0,,,,,24,932,7547,3419106,40384,3419106,,11,194,c927a3becc363cd3e0a87f102604ad7e0936f374,0,0,0,0,0,"
"79,20210306,ME,45635,9876.0,,,totalTestsViral,1652690,74.0,1566.0,20.0,,9.0,,12838.0,3/5/2021 23:59,2021-03-05T23:59:00Z,03/05 18:59,704,1566.0,,2021-03-05T23:59:00Z,1652690.0,41390.0,,35759.0,681.0,23.0,,,15113.0,869.0,14232.0,,,,,,210929.0,10646.0,23,183,0,45635,8103,45635,,0,6,0713b2ba50ecf309ac974e06c493e7eb9ec19358,0,0,0,0,0,"
"80,20210306,MI,656072,60018.0,,,totalTestsViral,10621967,866.0,,222.0,,97.0,,549881.0,3/6/2021 00:00,2021-03-06T00:00:00Z,03/05 19:00,16658,,,2021-03-06T00:00:00Z,10621967.0,752365.0,9869602.0,596054.0,15666.0,992.0,,,537073.0,,,,,,,,,,26,1692,0,656072,37232,656072,,57,0,119847cc3cba3eb701e39c26b8686c389e5af5eb,0,0,0,0,0,"
"81,20210306,MN,489116,24349.0,3050296.0,,totalTestEncountersViral,7086059,224.0,25976.0,57.0,5364.0,,,475170.0,3/5/2021 17:00,2021-03-05T17:00:00Z,03/05 12:00,6546,25976.0,,2021-03-05T17:00:00Z,,,,464767.0,6272.0,274.0,7086059.0,3515063.0,,,,,,,,,448578.0,,27,946,6988,3539412,28026,3539412,,12,38,6a204ee1a00206e3f2179e45d5cb749ca8a6849b,0,0,0,0,0,"
"82,20210306,MO,480352,,1875633.0,,totalTestsViral,4555207,1001.0,,198.0,,136.0,,,3/6/2021 00:59,2021-03-06T00:59:00Z,03/05 19:59,8161,,,2021-03-06T00:59:00Z,4555207.0,530416.0,4015210.0,480352.0,,,,2355985.0,151786.0,24832.0,126755.0,135520.0,,,364697.0,,900275.0,83481.0,29,386,3308,2355985,14140,2355985,,3,0,301c8fbc96bb6a7226600746debe3ee29e238e6f,0,0,0,0,0,"
"83,20210306,MP,144,,17429.0,,posNeg,17573,,4.0,,,,,29.0,3/3/2021 00:00,2021-03-03T00:00:00Z,03/02 19:00,2,4.0,,2021-03-03T00:00:00Z,26131.0,,,144.0,2.0,,,17542.0,,,,,,,,,,,69,0,0,17573,0,17573,,0,0,35a376584a8c67c08b116525925c782f9e1fa747,0,0,0,0,0,"
"84,20210306,MS,297321,113164.0,1459374.0,,posNeg,1756695,419.0,9162.0,89.0,,47.0,,278162.0,3/5/2021 00:00,2021-03-05T00:00:00Z,03/04 19:00,6805,9162.0,,2021-03-05T00:00:00Z,1642348.0,,,184157.0,4734.0,2071.0,,,81986.0,,,,,,,,748339.0,,28,576,0,1756695,576,1756695,,22,0,d5b8f2ae9cc48904bf8838d1781df4467ed60318,0,0,0,0,0,"
"85,20210306,MT,100842,5506.0,,,totalTestsViral,1101356,63.0,4629.0,12.0,,6.0,,97801.0,3/6/2021 01:59,2021-03-06T01:59:00Z,03/05 20:59,1381,4629.0,,2021-03-06T01:59:00Z,1101356.0,,,95336.0,,,,,,,,,,,,,,,30,186,0,100842,4443,100842,,2,19,e20d0ad68ee6511706beefdb7fcdc8d33f78643a,0,0,0,0,0,"
"86,20210306,NC,872176,112559.0,,,totalTestsViral,9688838,1179.0,,309.0,,,,,3/6/2021 11:35,2021-03-06T11:35:00Z,03/06 06:35,11502,,819839.0,2021-03-06T11:35:00Z,9688838.0,,,759617.0,10169.0,1333.0,,,,,,,,,,,805924.0,,37,2027,0,872176,38654,872176,,56,0,83cf01f626a4f35bd6237b6d93e3f6f424c885af,0,0,0,0,0,"
"87,20210306,ND,100357,5451.0,306021.0,,totalTestEncountersViral,1424467,21.0,3878.0,3.0,567.0,,,98240.0,3/6/2021 01:59,2021-03-06T01:59:00Z,03/05 20:59,1478,3878.0,,2021-03-06T01:59:00Z,1535606.0,,,94906.0,,,1424467.0,406378.0,,,,,,,,,156289.0,,38,79,111,406378,1930,406378,,0,3,cc50c03afcf77fc4b65cd4ca57c4c4e0fc11dea2,0,0,0,0,0,"
"88,20210306,NE,202653,,770586.0,,totalTestsViral,2421683,136.0,6229.0,,,,,156825.0,3/5/2021 09:45,2021-03-05T09:45:00Z,03/05 04:45,2113,6229.0,,2021-03-05T09:45:00Z,2421683.0,235726.0,2183243.0,,,,,973781.0,,,,,,,,,,,31,343,1354,973239,10138,973239,,1,3,937634fc6a04b345bc793f53d996b217ac1b22f0,0,0,0,0,0,"
"89,20210306,NH,76695,22756.0,579186.0,,totalTestsViral,1481488,90.0,1127.0,,348.0,,,73327.0,3/6/2021 09:00,2021-03-06T09:00:00Z,03/06 04:00,1181,1127.0,,2021-03-06T09:00:00Z,1481488.0,,,53939.0,,,,633125.0,39484.0,,,37902.0,,,,,201268.0,,33,273,1496,655881,0,655881,,3,1,31f32106fa055c49dc92fef14ab733c6ec0657af,0,0,0,0,0,"
"90,20210306,NJ,810090,91217.0,10186941.0,,posNeg,10997031,1862.0,64338.0,382.0,,233.0,,,3/6/2021 00:00,2021-03-06T00:00:00Z,03/05 19:00,23557,64338.0,76932.0,2021-03-06T00:00:00Z,10902830.0,,,718873.0,21160.0,2397.0,,,,,,,,,,,,,34,3720,0,10997031,3720,10997031,,36,-916,cbc1154c9db251cb0a47db6bb672756dfe51026e,0,0,0,0,0,"
"91,20210306,NM,186742,,,,totalTestsViral,2771840,148.0,13242.0,,,,,155000.0,3/6/2021 16:52,2021-03-06T16:52:00Z,03/06 11:52,3796,13242.0,,2021-03-06T16:52:00Z,2771840.0,,,,,,,,,,,,,,,,,,35,282,0,186742,13846,186742,,9,13,1d982b3b49196a2591393a2688a428e061942ad1,0,0,0,0,0,"
"92,20210306,NV,295460,,1129929.0,,totalTestEncountersViral,2763991,399.0,,87.0,,48.0,,,3/5/2021 00:00,2021-03-05T00:00:00Z,03/04 19:00,5036,,,2021-03-05T00:00:00Z,,,,295960.0,,,2763991.0,1425889.0,,,,,,,,,,,32,0,2551,1425389,9659,1425389,,16,0,f026c203b38e47be1c2ef2522ea51845b426269b,0,0,0,0,0,"
"93,20210306,NY,1674380,,,,totalTestEncountersViral,39467332,4954.0,,1012.0,,694.0,,,3/5/2021 14:00,2021-03-05T14:00:00Z,03/05 09:00,38970,,149481.0,2021-03-05T14:00:00Z,,,,,,,39467332.0,,,,,,,,,,,,36,7647,0,1674380,273132,1674380,,79,0,c7ae8ab7600d0db452429e5692968b185e90d1de,0,0,0,0,0,"
"94,20210306,OH,977736,141880.0,,,totalTestsViral,10227868,922.0,50848.0,273.0,7205.0,188.0,,923986.0,3/6/2021 14:00,2021-03-06T14:00:00Z,03/06 09:00,17656,50848.0,,2021-03-06T14:00:00Z,10227868.0,863985.0,,835856.0,14752.0,2594.0,,,,,,,,,,,1787169.0,86651.0,39,1506,0,977736,40190,977736,,0,66,c3ebb2b67c649a73dfcab69398eded76d063b695,0,0,0,0,0,"
"95,20210306,OK,428536,,3146300.0,2984.0,posNeg,3574836,346.0,24277.0,100.0,,,,411624.0,,,,4534,24277.0,,,3548479.0,389855.0,3146300.0,,,,,,152279.0,23139.0,,,,,,,,,40,978,11240,3577820,12218,3574836,,0,120,975991be71999ea105003738a7c026e558d688d6,0,0,0,0,0,"
"96,20210306,OR,156884,,,,totalTestsViral,3850973,158.0,8714.0,32.0,,12.0,,,3/5/2021 03:01,2021-03-05T03:01:00Z,03/04 22:01,2293,8714.0,,2021-03-05T03:01:00Z,3850973.0,226972.0,3624001.0,,,,,,,,,,,,,,,,41,211,0,156884,52906,156884,,9,15,0841f9ef6603227ce84e7efa459c0a41a6806660,0,0,0,0,0,"
"97,20210306,PA,946985,133926.0,3935532.0,,totalTestEncountersViral,10629284,1513.0,,314.0,,171.0,,859218.0,3/6/2021 12:00,2021-03-06T12:00:00Z,03/06 07:00,24317,,,2021-03-06T12:00:00Z,,,,813059.0,,,10629284.0,4748591.0,,,,,,,,,,,42,2789,9494,4882517,0,4882517,,55,0,c756fd494783139c99f8277a9c51a1abc652b247,0,0,0,0,0,"
"98,20210306,PR,101327,7991.0,305972.0,,posNeg,407299,147.0,,24.0,,18.0,,91987.0,3/6/2021 00:00,2021-03-06T00:00:00Z,03/05 19:00,2059,,,2021-03-06T00:00:00Z,415664.0,20103.0,395291.0,93336.0,1749.0,310.0,,,,84115.0,,,,,,,,,72,261,0,407299,261,407299,,3,0,31d15f295002cbcbff14684ac5f996dee8a78975,0,0,0,0,0,"
"99,20210306,RI,128516,,676149.0,,totalTestEncountersViral,3109835,141.0,9020.0,25.0,,16.0,,,3/8/2021 16:31,2021-03-08T16:31:00Z,03/08 11:31,2547,9020.0,7865.0,2021-03-08T16:31:00Z,,152964.0,2956871.0,,,,3109835.0,804665.0,,,,,,,,,,,44,395,1634,804665,21854,804665,,6,0,6020697a20d21adb669d1e36a90b1ef18b9346ea,0,0,0,0,0,"
"100,20210306,SC,524457,75306.0,4631323.0,,posNeg,5155780,623.0,20659.0,157.0,,86.0,,218863.0,3/4/2021 23:59,2021-03-04T23:59:00Z,03/04 18:59,8719,20659.0,,2021-03-04T23:59:00Z,5080874.0,579247.0,4501627.0,449151.0,7711.0,1008.0,,,134775.0,28174.0,106601.0,,,,,,902974.0,110613.0,45,1199,27774,5155780,28973,5155780,,20,54,fcc7bf403a4f2828bbde45ea2d5666a32c221608,0,0,0,0,0,"
"101,20210306,SD,113378,12845.0,314016.0,,totalTestsViral,700649,74.0,6692.0,10.0,,7.0,,109371.0,3/5/2021 14:00,2021-03-05T14:00:00Z,03/05 09:00,1898,6692.0,,2021-03-05T14:00:00Z,700649.0,105003.0,,100533.0,,,,427394.0,,,,,,,,,,,46,149,756,427394,2193,427394,,2,11,77eb104f812292dbaa0553e3ab206d617b2dc529,0,0,0,0,0,"
"102,20210306,TN,782206,128301.0,,,totalTestsViral,6872745,879.0,18870.0,223.0,,127.0,,756793.0,3/6/2021 15:00,2021-03-06T15:00:00Z,03/06 10:00,11543,18870.0,,2021-03-06T15:00:00Z,6872745.0,753695.0,6119050.0,653905.0,9278.0,2265.0,,,,,,,,,,,1430665.0,140582.0,47,1312,0,782206,16164,782206,,9,33,d3ca1a2cec4e30b76231a9e720593e2a4fc2ab05,0,0,0,0,0,"
"103,20210306,TX,2683865,365343.0,,,totalTestsViral,19831344,4921.0,,1503.0,,,,2491753.0,3/6/2021 14:45,2021-03-06T14:45:00Z,03/06 09:45,44367,,,2021-03-06T14:45:00Z,19831344.0,2622781.0,,2318522.0,,,,,1025375.0,157037.0,,,,,,,2630435.0,211546.0,48,5570,0,2683865,11292,2683865,,233,0,6be43b228d92cd0a7b928066d777c7ed45f8b8cf,0,0,0,0,0,"
"104,20210306,UT,374438,,1557089.0,,totalTestsViral,2903293,216.0,14867.0,77.0,2344.0,,822.0,358249.0,3/6/2021 09:37,2021-03-06T09:37:00Z,03/06 04:37,1975,14867.0,,2021-03-06T09:37:00Z,2903293.0,345677.0,2557616.0,,,,,1873342.0,,,,,,,370352.0,57529.0,1000187.0,60002.0,49,570,3556,1931527,8211,1931527,,5,26,db25fac46c2c2b795d3d7b794655b8bb4e6e67d9,0,0,0,0,0,"
"105,20210306,VA,584537,124264.0,,187.0,totalTestEncountersViral,6018284,1164.0,24637.0,263.0,,160.0,,,3/5/2021 17:00,2021-03-05T17:00:00Z,03/05 12:00,9519,24637.0,48386.0,2021-03-05T17:00:00Z,,561305.0,,460273.0,8090.0,1429.0,6018284.0,,223817.0,28805.0,,,,,,,1449641.0,124666.0,51,1477,0,584724,21456,584537,,91,123,aac9ea7ea553cb2d5b1c979114b92217a5494bc0,0,0,0,0,0,"
"106,20210306,VI,2714,,46167.0,80.0,posNeg,48881,,,,,,,2559.0,3/5/2021 11:18,2021-03-05T11:18:00Z,03/05 06:18,25,,,2021-03-05T11:18:00Z,,,,,25.0,,,48961.0,,,,,,,,,,,78,0,0,48961,0,48881,,0,0,afd522d5517ef21d3b309fcb1ccf68c4acc19d5c,0,0,0,0,0,"
"107,20210306,VT,15964,445.0,319417.0,,totalTestsViral,1115467,26.0,,2.0,,,,13305.0,3/5/2021 23:59,2021-03-05T23:59:00Z,03/05 18:59,208,,,2021-03-05T23:59:00Z,1115467.0,,,15519.0,,,,334936.0,,,,,,,,,,,50,145,697,335381,8171,335381,,1,0,81b69938f71fd9f585941e1260d6e117a57b039e,0,0,0,0,0,"
"108,20210306,WA,343868,19399.0,,,totalTestEncountersViral,5369716,431.0,19556.0,98.0,,30.0,,,3/5/2021 02:59,2021-03-05T02:59:00Z,03/04 21:59,5041,19556.0,,2021-03-05T02:59:00Z,,324428.0,5044931.0,324469.0,,,5369716.0,,,,,,,,,,,,53,778,0,343868,25314,343868,,9,56,9c3d51898827e2a22da6bd3c711dc1f5e33ac644,0,0,0,0,0,"
"109,20210306,WI,621277,54913.0,2644343.0,36.0,totalTestEncountersViral,7061402,260.0,26432.0,77.0,2271.0,,,552642.0,3/6/2021 00:00,2021-03-06T00:00:00Z,03/05 19:00,7102,26432.0,,2021-03-06T00:00:00Z,,,,566364.0,6478.0,624.0,7061402.0,3210707.0,,,,,,,,,,,55,614,2161,3265656,24321,3265620,,8,45,75f9bf52b10e890bcf5a51d63b1a4e5834e14ad1,0,0,0,0,0,"
"110,20210306,WV,133290,26777.0,,,totalTestsViral,2230102,196.0,,56.0,,27.0,,124983.0,3/5/2021 23:59,2021-03-05T23:59:00Z,03/05 18:59,2323,,,2021-03-05T23:59:00Z,2230102.0,,,106513.0,1979.0,344.0,,,32961.0,,,,,,,,,,54,326,0,133290,11614,133290,,5,0,48a82ea7cdbdd0758146a8c6032c03932b9e05d3,0,0,0,0,0,"
"111,20210306,WY,54764,8367.0,182264.0,,totalTestsViral,649293,21.0,1391.0,,,,,53550.0,3/5/2021 00:00,2021-03-05T00:00:00Z,03/04 19:00,682,1391.0,,2021-03-05T00:00:00Z,649293.0,38993.0,602513.0,46397.0,,,,228661.0,,,,,,,,,,,56,0,0,237028,0,237028,,0,0,1c663524ab25a7f876788a0a2e4dc12a0026ecbd,0,0,0,0,0,"
"112,20210305,AK,56886,,,,totalTestsViral,1731628,33.0,1293.0,,,2.0,,,3/5/2021 03:59,2021-03-05T03:59:00Z,03/04 22:59,305,1293.0,,2021-03-05T03:59:00Z,1731628.0,68693.0,1660758.0,,,,,,,,,,,,,,,,02,141,0,56886,7144,56886,,2,3,7c69ab3363700e0bfc193bc3374d28a89a0d1102,0,0,0,0,0,"
"113,20210305,AL,498887,107518.0,1924758.0,,totalTestsPeopleViral,2316127,526.0,45976.0,,2672.0,,1514.0,295690.0,3/5/2021 11:00,2021-03-05T11:00:00Z,03/05 06:00,10122,45976.0,,2021-03-05T11:00:00Z,,,,391369.0,7943.0,2179.0,,2316127.0,,,,119005.0,,,,,,,01,811,4223,2423645,4920,2423645,,28,169,5789acffb29d541bdafc68570b05d49d8e08dc97,0,0,0,0,0,"
"114,20210305,AR,324326,68961.0,2472738.0,,totalTestsViral,2728103,359.0,14903.0,153.0,,86.0,1530.0,314732.0,3/5/2021 00:00,2021-03-05T00:00:00Z,03/04 19:00,5283,14903.0,,2021-03-05T00:00:00Z,2728103.0,,2472738.0,255365.0,4291.0,992.0,,,,,,,,,479119.0,81647.0,,,05,570,8452,2797064,8874,2797064,,10,27,a06fef34948008705e4a705542367a074df3e6f8,0,0,0,0,0,"
"115,20210305,AS,0,,2140.0,,totalTestsViral,2140,,,,,,,,12/1/2020 00:00,2020-12-01T00:00:00Z,11/30 19:00,0,,,2020-12-01T00:00:00Z,2140.0,,,0.0,,,,,,,,,,,,,,,60,0,0,2140,0,2140,,0,0,7ee2d07cf55f903f443a4baf049c131848dc68ce,0,0,0,0,0,"
"116,20210305,AZ,823384,55824.0,3050890.0,,totalTestsViral,7827570,1043.0,57819.0,325.0,,154.0,,,3/5/2021 00:00,2021-03-05T00:00:00Z,03/04 19:00,16269,57819.0,118391.0,2021-03-05T00:00:00Z,7827570.0,,,767560.0,14339.0,1930.0,,3818450.0,579560.0,,,441664.0,,,,,,,04,2276,18778,3874274,51727,3874274,,84,72,ad2334b2965b3550014f273dbbfa397c1b36a443,0,0,0,0,0,"
"117,20210305,CA,3493126,,,,totalTestsViral,49294503,4714.0,,1236.0,,,,,3/5/2021 02:59,2021-03-05T02:59:00Z,03/04 21:59,53448,,,2021-03-05T02:59:00Z,49294503.0,,,3493126.0,,,,,,,,,,,,,,,06,4659,0,3493126,146818,3493126,,400,0,255ceaacd8aef4c38fd655917cba2f7806784c0a,0,0,0,0,0,"
"118,20210305,CO,434654,24600.0,2193953.0,,totalTestEncountersViral,6343360,356.0,23863.0,,,,,,3/5/2021 01:59,2021-03-05T01:59:00Z,03/04 20:59,5986,23863.0,22933.0,2021-03-05T01:59:00Z,,,,410054.0,5250.0,736.0,6343360.0,2604007.0,430938.0,61933.0,366328.0,,,,,,,,08,1633,5212,2628607,33127,2628607,,12,72,62fc763512dd5d7390e9ac1e2dd128ab23f5b2a5,0,0,0,0,0,"
"119,20210305,CT,285330,19621.0,,,totalTestsViral,6520366,428.0,,,,,,,3/4/2021 23:59,2021-03-04T23:59:00Z,03/04 18:59,7704,,,2021-03-04T23:59:00Z,6520366.0,323284.0,6188566.0,265709.0,6327.0,1377.0,,,,,,,,,,,396680.0,22245.0,09,830,0,285330,41868,285330,,11,0,8a1ae622434681cd6c63327bc0574dee1f12cdc5,0,0,0,0,0,"
"120,20210305,DC,41122,,,,totalTestEncountersViral,1247637,160.0,,45.0,,19.0,,29417.0,3/4/2021 00:00,2021-03-04T00:00:00Z,03/03 19:00,1027,,,2021-03-04T00:00:00Z,,,,,,,1247637.0,439513.0,,,,,,,,,,,11,108,0,41122,5821,41122,,3,0,e108febe8b9e3d7a24e50dd1f2463eca66cd3db4,0,0,0,0,0,"
"121,20210305,DE,87874,4687.0,542791.0,,totalTestEncountersViral,1417318,127.0,,15.0,,,,,3/4/2021 18:00,2021-03-04T18:00:00Z,03/04 13:00,1453,,,2021-03-04T18:00:00Z,,91372.0,,83187.0,1317.0,136.0,1417318.0,630665.0,,,,,,,,,,,10,231,1020,630665,3678,630665,,9,0,1595f00ddc9f1b0e38a9f4f568d850ca24c30bc7,0,0,0,0,0,"
"122,20210305,FL,1900598,358198.0,9296590.0,8453.0,totalTestEncountersViral,22186763,3419.0,81902.0,,,,,,3/4/2021 23:59,2021-03-04T23:59:00Z,03/04 18:59,32093,81902.0,,2021-03-04T23:59:00Z,19371172.0,2490463.0,16788533.0,1542400.0,,,22186763.0,11197188.0,1054711.0,190026.0,864153.0,995580.0,178979.0,816231.0,,,,,12,5876,26910,11205641,106925,11197188,,138,302,427326a17365ecae4a02b0baedec6548c934ba80,0,0,0,0,0,"
"123,20210305,GA,1019509,193392.0,,,totalTestsViral,7315477,2099.0,56627.0,,9236.0,,,,3/5/2021 14:50,2021-03-05T14:50:00Z,03/05 09:50,17815,56627.0,,2021-03-05T14:50:00Z,7315477.0,801097.0,,826117.0,15526.0,2289.0,,,480456.0,77232.0,,,,,,,1463362.0,166895.0,13,2081,0,1019509,35861,1019509,,65,115,17d2fc0fe95b6647313b2b45c3d1781d02259845,0,0,0,0,0,"
