Date;Day;DOW;Holiday;Influenza;Iws;PM10_lag0;PMc_lag0;Ir;NO2_lag0;O3_lag0;CO_lag0;PM25_lag1;PM10_lag1;Is;SO2_lag1;NO2_lag1;O3_lag1;CO_lag1;PM25_lag2;PM10_lag2;PMc_lag2;SO2_lag2;NO2_lag2;O3_lag2;CO_lag2;PM25_lag3;PM10_lag3;PMc_lag3;SO2_lag3;NO2_lag3;O3_lag3;CO_lag3;PM25_lag4;PM10_lag4;PMc_lag4;SO2_lag4;NO2_lag4;O3_lag4;CO_lag4;PM25_lag5;PM10_lag5;PMc_lag5;SO2_lag5;NO2_lag5;O3_lag5;CO_lag5;PM25_lag01;PM10_lag01;PMc_lag01;SO2_lag01;NO2_lag01;O3_lag01;CO_lag01;PM25_lag02;PM10_lag02;PMc_lag02;SO2_lag02;NO2_lag02;O3_lag02;CO_lag02;PM25_lag03;PM10_lag03;PMc_lag03;SO2_lag03;NO2_lag03;O3_lag03;CO_lag03;temp_lag0;temp_lag14;humid_lag0;Totalheart;Hypertension;CHD;Arrhythmia;Heartfailure;Cerebrovascular;Total_cardio;Totalheart_man;Hypertension_man;CHD_man;Other_man;Arrhythmia_man;Heartfailure_man;Cerebrovascular_man;Total_cardio_man;Totalheart_woman;Hypertension_woman;CHD_woman;Other_woman;Arrhythmia_woman;Heartfailure_woman;Cerebrovascular_woman;Total_cardio_woman;Totalheart_age1;Hypertension_age1;CHD_age1;Other_age1;Arrhythmia_age1;Heartfailure_age1;Cerebrovascular_age1;Total_cardio_age1;Totalheart_age2;Hypertension_age2;CHD_age2;Other_age2;Arrhythmia_age2;Heartfailure_age2;Cerebrovascular_age2;Total_cardio_age2;Total_Res;URTI;LRTI;AECOPD;Asthma;Total_res_man;URTI_man;LRTI_man;AECOPD_man;Asthma_man;Total_woman;URTI_woman;LRTI_woman;AECOPD_woman;Asthma_woman;Total_age1;URTI_age1;LRTI_age1;AECOPD_age1;Asthma_age1;Total_age2;URTI_age2;LRTI_age2;AECOPD_age2;Asthma_age2;Total_age3;URTI_age3;LRTI_age3;AECOPD_age3;Asthma_age3;Total_age4;URTI_age4;LRTI_age4;AECOPD_age4;Asthma_age4;all0;all1;URTI0;URTI1;LRTI0;LRTI1;Asthma0;Asthma1;AECOPD0;AECOPD1;xxx
01/02/2013;32;5;0;1;207.41;577.41;370;39.25;68.94;6.18;3.53;261.94;310.56;48.44;83.06;114.5;19.65;4.12;257.71;299.06;40.94;101.18;118.29;23.35;6.18;207.41;375.88;168.47;101.25;115.88;22.65;5;313;374.5;60.88;91.47;112.82;36.29;5.29;238.29;250.25;19.09;77.24;111.59;28.76;5.41;234.68;443.99;209.22;61.16;91.72;12.92;3.83;242.35;395.68;153.13;74.5;100.58;16.39;4.61;233.62;390.73;156.96;81.19;104.4;17.96;4.71;-2.05;-4.2;51.07;80;42;23;9;1;58;138;39;19;11;3;5;1;30;69;41;23;12;2;4;0;28;69;35;22;7;1;5;0;31;66;45;20;16;4;4;1;27;72;235;123;95;2;2;93;45;39;1;0;142;78;56;1;2;6;6;0;0;0;94;76;11;0;2;57;29;22;0;0;78;12;62;2;0;169;66;114;9;42;53;2;;;2;1
02/02/2013;33;6;1;1;111;261.12;160.69;41.47;91.71;8.24;2.81;207.41;577.41;370;39.25;68.94;6.18;3.53;261.94;310.56;48.44;83.06;114.5;19.65;4.12;257.71;299.06;40.94;101.18;118.29;23.35;6.18;207.41;375.88;168.47;101.25;115.88;22.65;5;313;374.5;60.88;91.47;112.82;36.29;5.29;159.21;419.27;265.35;40.36;80.33;7.21;3.17;193.45;383.03;193.04;54.59;91.72;11.36;3.49;209.52;362.04;155.02;66.24;98.36;14.36;4.16;-3.92;-4.21;47.78;66;33;17;3;2;72;138;29;11;10;5;2;1;38;67;37;22;7;6;1;1;34;71;27;13;5;7;2;0;33;60;39;20;12;4;1;2;39;78;272;147;105;2;8;119;66;43;1;4;153;81;62;1;4;3;2;1;0;0;100;77;17;0;1;80;46;30;0;2;89;22;57;2;5;198;74;130;17;55;50;5;3;1;1;1
03/02/2013;34;7;1;1;48.29;61.62;13.77;41.47;51.24;19.94;4.12;111;261.12;160.69;41.47;91.71;8.24;2.81;207.41;577.41;370;39.25;68.94;6.18;3.53;261.94;310.56;48.44;83.06;114.5;19.65;4.12;257.71;299.06;40.94;101.18;118.29;23.35;6.18;207.41;375.88;168.47;101.25;115.88;22.65;5;79.65;161.37;87.23;41.47;71.48;14.09;3.47;122.23;300.05;181.49;40.73;70.63;11.45;3.49;157.16;302.68;148.23;51.31;81.6;13.5;3.65;-3.04;-4.18;82.67;66;26;17;9;0;78;144;28;14;7;3;4;0;44;72;38;12;10;11;5;0;34;72;29;12;6;6;5;0;42;71;37;14;11;8;4;0;36;73;256;123;122;1;2;115;52;58;1;2;141;71;64;0;0;6;1;5;0;0;84;63;16;0;0;71;38;31;0;1;95;21;70;1;1;178;78;111;12;59;63;2;;;1;1
04/02/2013;35;1;0;1;108.77;120.17;17.29;51.71;57.35;28.76;3.94;48.29;61.62;13.77;41.47;51.24;19.94;4.12;111;261.12;160.69;41.47;91.71;8.24;2.81;207.41;577.41;370;39.25;68.94;6.18;3.53;261.94;310.56;48.44;83.06;114.5;19.65;4.12;257.71;299.06;40.94;101.18;118.29;23.35;6.18;78.53;90.9;15.53;46.59;54.3;24.35;4.03;89.35;147.64;63.92;44.88;66.77;18.98;3.62;118.87;255.08;140.44;43.48;67.31;15.78;3.6;-3.37;-4.17;49.86;100;36;31;9;2;90;190;50;15;18;10;6;1;53;103;50;21;13;12;3;1;37;87;53;17;15;16;4;1;46;99;47;19;16;6;5;1;44;91;286;148;124;3;4;126;58;62;2;1;160;90;62;1;3;8;4;4;0;0;110;90;15;0;0;75;42;29;0;2;93;12;76;3;2;205;81;139;9;56;68;3;1;;3;1
05/02/2013;36;2;0;1;61.67;;;29.35;53.63;52.12;1.94;108.77;120.17;17.29;51.71;57.35;28.76;3.94;48.29;61.62;13.77;41.47;51.24;19.94;4.12;111;261.12;160.69;41.47;91.71;8.24;2.81;207.41;577.41;370;39.25;68.94;6.18;3.53;261.94;310.56;48.44;83.06;114.5;19.65;4.12;85.22;120.17;17.29;40.53;55.49;40.44;2.94;72.91;90.9;15.53;40.84;54.07;33.61;3.33;82.43;147.64;63.92;41;63.48;27.27;3.2;-3.98;-3.96;71.29;53;22;14;5;7;81;134;23;9;8;2;2;2;46;69;30;13;6;3;3;5;35;65;25;11;6;5;2;1;40;65;28;11;8;0;3;6;41;69;249;156;82;1;1;104;59;41;0;1;145;97;41;1;0;5;3;0;0;0;94;81;9;0;0;71;50;20;0;0;79;22;53;1;1;189;60;143;13;39;43;;1;;1;1
06/02/2013;37;3;0;1;63.36;;;29.24;53.19;64.82;1.88;61.67;;;29.35;53.63;52.12;1.94;108.77;120.17;17.29;51.71;57.35;28.76;3.94;48.29;61.62;13.77;41.47;51.24;19.94;4.12;111;261.12;160.69;41.47;91.71;8.24;2.81;207.41;577.41;370;39.25;68.94;6.18;3.53;62.52;;;29.3;53.41;58.47;1.91;77.93;120.17;17.29;36.77;54.72;48.57;2.59;70.52;90.9;15.53;37.94;53.85;41.41;2.97;-6.19;-4;56.27;65;35;18;6;1;63;128;24;10;9;1;4;0;34;58;41;25;9;4;2;1;29;70;32;17;9;2;3;1;34;66;33;18;9;3;3;0;29;62;231;130;90;1;6;104;43;53;0;5;127;87;37;1;1;6;5;1;0;0;77;68;8;0;1;57;35;20;0;2;91;22;61;1;3;160;71;115;15;42;48;3;3;;1;1
07/02/2013;38;4;0;1;123.44;142;17.43;81.71;72.41;46.06;3;63.36;;;29.24;53.19;64.82;1.88;61.67;;;29.35;53.63;52.12;1.94;108.77;120.17;17.29;51.71;57.35;28.76;3.94;48.29;61.62;13.77;41.47;51.24;19.94;4.12;111;261.12;160.69;41.47;91.71;8.24;2.81;93.4;142;17.43;55.48;62.8;55.44;2.44;82.82;142;17.43;46.77;59.74;54.33;2.27;89.31;131.09;17.36;48;59.15;47.94;2.69;-10.33;-4.41;27.76;76;43;23;6;3;61;137;26;14;7;1;4;0;35;61;50;29;16;0;2;3;26;76;23;16;4;0;3;0;30;53;53;27;19;1;3;3;31;84;208;98;94;2;7;108;50;48;0;5;100;48;46;2;2;2;1;1;0;0;62;44;16;0;0;62;36;19;0;4;82;17;58;2;3;145;63;88;10;48;46;4;3;;2;1
08/02/2013;39;5;0;1;21.94;41.69;21.19;27.41;42.71;47.71;1.18;123.44;142;17.43;81.71;72.41;46.06;3;63.36;;;29.24;53.19;64.82;1.88;61.67;;;29.35;53.63;52.12;1.94;108.77;120.17;17.29;51.71;57.35;28.76;3.94;48.29;61.62;13.77;41.47;51.24;19.94;4.12;72.69;91.85;19.31;54.56;57.56;46.89;2.09;69.58;91.85;19.31;46.12;56.1;52.86;2.02;67.6;91.85;19.31;41.93;55.49;52.68;2;-9.39;-4.58;41.44;73;35;21;6;4;74;147;30;16;10;2;2;0;41;71;43;19;11;5;4;4;33;76;34;19;8;2;4;1;42;76;39;16;13;5;2;3;32;71;216;105;98;2;4;107;47;53;1;2;109;58;45;1;2;4;1;3;0;0;58;46;10;0;0;76;43;25;0;4;78;15;60;2;0;158;58;96;9;52;46;4;;;2;1
09/02/2013;40;6;1;1;173.6;111.69;33;79.87;72.29;39.12;2.88;21.94;41.69;21.19;27.41;42.71;47.71;1.18;123.44;142;17.43;81.71;72.41;46.06;3;63.36;;;29.24;53.19;64.82;1.88;61.67;;;29.35;53.63;52.12;1.94;108.77;120.17;17.29;51.71;57.35;28.76;3.94;97.77;76.69;27.1;53.64;57.5;43.42;2.03;106.33;98.46;23.87;63;62.47;44.3;2.35;95.59;98.46;23.87;54.56;60.15;49.43;2.24;-6.76;-4.64;53.64;73;32;19;5;2;67;140;42;16;12;9;4;1;40;82;31;16;7;6;1;1;27;58;34;15;7;9;2;1;35;69;39;17;12;6;3;1;32;71;182;90;83;1;1;96;46;48;1;0;86;44;35;0;1;4;3;1;0;0;52;36;14;0;0;61;35;21;0;1;65;16;47;1;0;131;51;79;11;44;39;1;;1;;1
10/02/2013;41;7;1;1;146.58;112.06;28.29;66.4;62.24;60.76;2.18;173.6;111.69;33;79.87;72.29;39.12;2.88;21.94;41.69;21.19;27.41;42.71;47.71;1.18;123.44;142;17.43;81.71;72.41;46.06;3;63.36;;;29.24;53.19;64.82;1.88;61.67;;;29.35;53.63;52.12;1.94;160.09;111.88;30.65;73.14;67.27;49.94;2.53;114.04;88.48;27.49;57.89;59.08;49.2;2.08;116.39;101.86;24.98;63.85;62.41;48.41;2.31;-4.47;-4.59;37.06;57;21;9;9;7;56;113;29;8;7;6;5;3;41;70;28;13;2;5;4;4;15;43;25;10;3;6;5;1;20;45;32;11;6;5;4;6;36;68;250;145;87;4;11;119;66;47;2;2;131;79;40;2;9;5;0;5;0;0;77;63;12;0;1;92;58;27;1;4;76;24;43;3;6;196;54;134;11;51;36;7;4;1;3;1
11/02/2013;42;1;1;1;48.29;61.62;13.77;41.47;51.24;47.35;1.82;146.58;112.06;28.29;66.4;62.24;60.76;2.18;173.6;111.69;33;79.87;72.29;39.12;2.88;21.94;41.69;21.19;27.41;42.71;47.71;1.18;123.44;142;17.43;81.71;72.41;46.06;3;63.36;;;29.24;53.19;64.82;1.88;97.44;86.84;21.03;53.94;56.74;54.06;2;122.82;95.12;25.02;62.58;61.92;49.08;2.29;97.6;81.77;24.06;53.79;57.12;48.74;2.02;-5.48;-4.79;53.06;62;27;20;4;4;68;130;31;10;12;7;1;1;33;64;31;17;8;0;3;3;35;66;23;9;7;4;3;0;37;60;39;18;13;3;1;4;31;70;234;117;99;0;10;106;54;48;0;2;128;63;51;0;8;5;3;2;0;0;67;51;13;0;1;72;44;23;0;4;90;19;61;0;5;161;73;103;14;48;51;6;4;;;1
12/02/2013;43;2;1;1;108.77;120.17;17.29;51.71;57.35;58.18;2.41;48.29;61.62;13.77;41.47;51.24;47.35;1.82;146.58;112.06;28.29;66.4;62.24;60.76;2.18;173.6;111.69;33;79.87;72.29;39.12;2.88;21.94;41.69;21.19;27.41;42.71;47.71;1.18;123.44;142;17.43;81.71;72.41;46.06;3;78.53;90.9;15.53;46.59;54.3;52.77;2.12;101.21;97.95;19.78;53.19;56.94;55.43;2.14;119.31;101.39;23.09;59.86;60.78;51.35;2.32;-2.73;-4.73;55.07;60;26;16;7;5;82;142;27;13;2;2;6;4;57;84;33;13;14;4;1;1;25;58;27;13;3;4;4;3;38;65;33;13;13;2;3;2;44;77;241;112;116;2;2;111;53;51;0;1;130;59;65;2;1;13;8;4;0;0;62;48;9;0;1;72;36;34;0;0;94;20;69;2;1;166;75;98;14;59;57;1;1;1;1;1
13/02/2013;44;3;1;1;67.41;85.25;18;43.35;59.53;52.12;2.06;108.77;120.17;17.29;51.71;57.35;58.18;2.41;48.29;61.62;13.77;41.47;51.24;47.35;1.82;146.58;112.06;28.29;66.4;62.24;60.76;2.18;173.6;111.69;33;79.87;72.29;39.12;2.88;21.94;41.69;21.19;27.41;42.71;47.71;1.18;88.09;102.71;17.65;47.53;58.44;55.15;2.24;74.82;89.01;16.35;45.51;56.04;52.55;2.1;92.76;94.78;19.34;50.73;57.59;54.6;2.12;-2.63;-4.68;62.93;73;31;27;4;4;95;168;29;13;12;4;0;0;63;92;44;18;15;3;4;4;32;76;35;17;11;4;2;1;54;89;38;14;16;3;2;3;41;79;242;122;104;3;2;100;46;45;3;1;142;76;59;0;1;1;0;1;0;0;71;54;14;0;0;89;54;28;0;2;81;14;61;3;0;175;67;111;11;53;51;2;;;3;1
14/02/2013;45;4;1;1;75.5;128.29;58.25;53.65;75.76;64.82;2.94;67.41;85.25;18;43.35;59.53;52.12;2.06;108.77;120.17;17.29;51.71;57.35;58.18;2.41;48.29;61.62;13.77;41.47;51.24;47.35;1.82;146.58;112.06;28.29;66.4;62.24;60.76;2.18;173.6;111.69;33;79.87;72.29;39.12;2.88;71.46;106.77;38.13;48.5;67.65;58.47;2.5;83.89;111.24;31.18;49.57;64.21;58.37;2.47;74.99;98.83;26.83;47.55;60.97;55.62;2.31;-1.94;-4.69;47.49;65;26;23;5;3;83;148;23;8;7;4;2;2;57;80;42;18;16;4;3;1;26;68;29;14;7;6;1;1;44;73;36;12;16;2;4;2;39;75;221;125;86;2;4;98;50;42;1;1;123;75;44;1;3;6;3;3;0;0;68;55;10;0;1;79;52;24;0;2;68;15;49;2;1;167;54;115;10;45;41;4;;;2;1
15/02/2013;46;5;1;1;55;;;37.41;51.12;68.88;2;75.5;128.29;58.25;53.65;75.76;64.82;2.94;67.41;85.25;18;43.35;59.53;52.12;2.06;108.77;120.17;17.29;51.71;57.35;58.18;2.41;48.29;61.62;13.77;41.47;51.24;47.35;1.82;146.58;112.06;28.29;66.4;62.24;60.76;2.18;65.25;128.29;58.25;45.53;63.44;66.85;2.47;65.97;106.77;38.13;44.8;62.14;61.94;2.33;76.67;111.24;31.18;46.53;60.94;61;2.35;-3.85;-4.82;48.74;84;33;27;4;6;110;194;34;17;9;5;1;2;67;101;50;16;18;9;3;4;43;93;37;20;9;5;2;1;52;89;47;13;18;9;2;5;58;105;254;131;109;4;5;115;51;58;3;2;139;80;51;1;3;5;3;2;0;0;89;68;19;0;1;74;41;30;0;2;86;19;58;4;2;182;72;118;13;58;51;3;2;1;3;1
16/02/2013;47;6;0;1;94.56;;;64.38;66.5;46.31;2.88;55;;;37.41;51.12;68.88;2;75.5;128.29;58.25;53.65;75.76;64.82;2.94;67.41;85.25;18;43.35;59.53;52.12;2.06;108.77;120.17;17.29;51.71;57.35;58.18;2.41;48.29;61.62;13.77;41.47;51.24;47.35;1.82;74.78;;;50.9;58.81;57.6;2.44;75.02;128.29;58.25;51.81;64.46;60;2.61;73.12;106.77;38.13;49.7;63.23;58.03;2.47;-2.95;-4.74;65.31;80;40;27;5;2;62;142;28;10;13;2;2;1;35;63;52;30;14;4;3;1;27;79;30;14;7;5;3;1;28;58;50;26;20;1;2;1;34;84;205;87;106;1;5;98;36;55;0;3;107;51;51;1;2;4;2;2;0;0;59;47;11;0;0;47;22;23;0;2;95;16;70;1;3;128;77;74;13;49;57;3;2;;1;1
17/02/2013;48;7;0;1;148.75;183;29.5;60.13;62.25;76.06;2.81;94.56;;;64.38;66.5;46.31;2.88;55;;;37.41;51.12;68.88;2;75.5;128.29;58.25;53.65;75.76;64.82;2.94;67.41;85.25;18;43.35;59.53;52.12;2.06;108.77;120.17;17.29;51.71;57.35;58.18;2.41;121.66;183;29.5;62.26;64.38;61.19;2.85;99.44;183;29.5;53.97;59.96;63.75;2.56;93.45;155.65;43.88;53.89;63.91;64.02;2.66;-0.25;-4.54;57.21;73;33;19;6;8;75;148;28;12;8;3;3;2;41;69;45;21;11;4;3;6;34;79;30;15;10;3;0;2;42;72;43;18;9;4;6;6;33;76;209;109;84;7;7;96;40;45;6;3;113;69;39;1;4;3;1;2;0;0;83;67;16;0;0;63;30;26;2;3;60;11;40;5;4;162;47;102;7;52;32;3;4;3;4;1
18/02/2013;49;1;0;0;20.25;31.88;11.63;23;40.25;66.63;1.13;148.75;183;29.5;60.13;62.25;76.06;2.81;94.56;;;64.38;66.5;46.31;2.88;55;;;37.41;51.12;68.88;2;75.5;128.29;58.25;53.65;75.76;64.82;2.94;67.41;85.25;18;43.35;59.53;52.12;2.06;84.5;107.44;20.57;41.57;51.25;71.35;1.97;87.85;107.44;20.57;49.17;56.33;63;2.27;79.64;107.44;20.57;46.23;55.03;64.47;2.21;-1.91;-4.44;36.47;72;33;29;3;4;99;171;34;16;12;3;2;1;52;86;38;17;17;0;1;3;47;85;29;19;6;1;1;2;54;83;43;14;23;2;2;2;45;88;221;130;83;2;4;101;67;31;1;2;120;63;52;1;2;7;6;1;0;0;83;70;12;0;0;54;31;20;0;2;77;23;50;2;2;160;61;114;16;42;41;2;2;;2;1
19/02/2013;50;2;0;0;18.82;33.53;14.71;20.82;33.24;67.41;1;20.25;31.88;11.63;23;40.25;66.63;1.13;148.75;183;29.5;60.13;62.25;76.06;2.81;94.56;;;64.38;66.5;46.31;2.88;55;;;37.41;51.12;68.88;2;75.5;128.29;58.25;53.65;75.76;64.82;2.94;19.54;32.71;13.17;21.91;36.75;67.02;1.07;62.61;82.8;18.61;34.65;45.25;70.03;1.65;70.6;82.8;18.61;42.08;50.56;64.1;1.96;-4.29;-4.45;30.26;105;49;37;6;6;96;201;46;22;19;1;1;3;47;93;59;27;18;6;5;3;49;108;55;26;17;6;3;3;44;99;50;23;20;1;3;3;52;102;195;101;81;2;3;84;42;37;2;1;110;58;44;0;2;1;1;0;0;0;87;67;17;0;0;51;26;22;0;2;56;7;42;2;1;147;48;95;6;45;36;2;1;1;1;1
20/02/2013;51;3;0;0;67.41;86.82;19.41;43.35;59.53;62.94;2.06;18.82;33.53;14.71;20.82;33.24;67.41;1;20.25;31.88;11.63;23;40.25;66.63;1.13;148.75;183;29.5;60.13;62.25;76.06;2.81;94.56;;;64.38;66.5;46.31;2.88;55;;;37.41;51.12;68.88;2;43.12;60.18;17.06;32.09;46.39;65.18;1.53;35.49;50.74;15.25;29.06;44.34;65.66;1.4;63.81;83.81;18.81;36.83;48.82;68.26;1.75;-3.29;-4.24;48.79;98;45;29;10;7;84;182;41;17;16;2;4;2;54;95;57;28;13;5;6;5;30;87;49;22;15;4;6;2;39;88;49;23;14;3;4;5;45;94;230;116;93;0;9;110;46;58;0;1;120;70;35;0;8;8;3;4;0;0;83;61;15;0;1;60;30;24;0;3;79;22;50;0;5;167;63;104;12;48;45;5;4;;;1
21/02/2013;52;4;0;0;111.56;128.29;22.89;53.65;77.12;66;3.06;67.41;86.82;19.41;43.35;59.53;62.94;2.06;18.82;33.53;14.71;20.82;33.24;67.41;1;20.25;31.88;11.63;23;40.25;66.63;1.13;148.75;183;29.5;60.13;62.25;76.06;2.81;94.56;;;64.38;66.5;46.31;2.88;89.49;107.56;21.15;48.5;68.33;64.47;2.56;65.93;82.88;19;39.27;56.63;65.45;2.04;54.51;70.13;17.16;35.21;52.54;65.75;1.81;-2.8;-3.7;61.53;85;37;23;9;4;81;166;35;12;12;5;4;2;50;85;50;25;11;7;5;2;31;81;32;21;2;5;4;0;43;75;53;16;21;7;5;4;38;91;206;103;86;3;8;99;42;49;3;1;107;61;37;0;7;6;6;0;0;0;86;54;29;0;0;56;30;19;0;6;58;13;38;3;2;158;48;94;9;53;33;6;2;;3;1
22/02/2013;53;5;0;0;134.87;136.94;10.67;37.06;68.94;79.24;2.82;111.56;128.29;22.89;53.65;77.12;66;3.06;67.41;86.82;19.41;43.35;59.53;62.94;2.06;18.82;33.53;14.71;20.82;33.24;67.41;1;20.25;31.88;11.63;23;40.25;66.63;1.13;148.75;183;29.5;60.13;62.25;76.06;2.81;123.22;132.62;16.78;45.36;73.03;72.62;2.94;104.61;117.35;17.66;44.69;68.53;69.39;2.65;83.17;96.4;16.92;38.72;59.71;68.9;2.24;-1.09;-3.11;43.28;86;37;23;4;7;87;173;41;16;16;6;1;2;49;90;45;21;7;9;3;5;38;83;50;23;13;10;2;2;46;96;36;14;10;5;2;5;41;77;176;88;74;2;8;79;42;31;1;3;97;46;43;1;5;5;4;1;0;0;63;46;16;0;0;56;29;18;0;6;52;9;39;2;2;136;40;82;6;43;31;6;2;1;1;1
23/02/2013;54;6;1;0;97.15;111.71;18.08;58.82;91.71;68.82;2.59;134.87;136.94;10.67;37.06;68.94;79.24;2.82;111.56;128.29;22.89;53.65;77.12;66;3.06;67.41;86.82;19.41;43.35;59.53;62.94;2.06;18.82;33.53;14.71;20.82;33.24;67.41;1;20.25;31.88;11.63;23;40.25;66.63;1.13;116.01;124.33;14.38;47.94;80.33;74.03;2.71;114.53;125.65;17.21;49.84;79.26;71.35;2.82;102.75;115.94;17.76;48.22;74.33;69.25;2.63;0.21;-2.61;42.91;97;25;47;10;4;82;179;42;10;25;3;3;1;39;81;55;15;22;8;7;3;43;98;48;14;21;9;4;0;35;83;49;11;26;2;6;4;47;96;272;156;99;1;7;130;73;54;0;1;142;83;45;1;6;11;7;4;0;0;117;92;21;0;1;73;40;26;0;4;71;17;48;1;2;216;56;146;10;57;42;6;1;;1;1
24/02/2013;55;7;1;0;236.89;266.24;23.88;115.94;125.18;30.71;5.41;97.15;111.71;18.08;58.82;91.71;68.82;2.59;134.87;136.94;10.67;37.06;68.94;79.24;2.82;111.56;128.29;22.89;53.65;77.12;66;3.06;67.41;86.82;19.41;43.35;59.53;62.94;2.06;18.82;33.53;14.71;20.82;33.24;67.41;1;167.02;188.98;20.98;87.38;108.45;49.77;4;156.3;171.63;17.54;70.61;95.28;59.59;3.61;145.12;160.8;18.88;66.37;90.74;61.19;3.47;0.31;-2.27;59.06;81;25;34;6;8;72;153;45;10;23;3;2;7;40;85;36;15;11;5;4;1;32;68;33;10;13;5;3;2;36;69;48;15;21;3;3;6;36;84;206;99;92;2;5;76;32;41;1;1;130;67;51;1;4;4;3;1;0;0;74;55;15;0;1;55;24;25;0;1;73;17;51;2;3;149;57;89;10;50;42;2;3;;2;1
25/02/2013;56;1;0;0;206.65;233.24;29.13;124.53;91.29;18.41;4.53;236.89;266.24;23.88;115.94;125.18;30.71;5.41;97.15;111.71;18.08;58.82;91.71;68.82;2.59;134.87;136.94;10.67;37.06;68.94;79.24;2.82;111.56;128.29;22.89;53.65;77.12;66;3.06;67.41;86.82;19.41;43.35;59.53;62.94;2.06;221.77;249.74;26.51;120.24;108.24;24.56;4.97;180.23;203.73;23.7;99.76;102.73;39.31;4.18;168.89;187.03;20.44;84.09;94.28;49.3;3.84;-0.5;-1.92;70.48;86;49;28;3;3;93;179;31;16;13;0;1;1;56;87;55;33;15;3;2;2;37;92;44;26;15;2;0;1;45;89;42;23;13;1;3;2;48;90;212;103;93;2;2;93;43;41;1;1;119;60;52;1;1;3;2;0;0;0;88;63;20;0;2;52;22;24;0;0;69;16;49;2;0;153;59;92;11;49;44;2;;;2;1
26/02/2013;57;2;0;0;129.88;150.06;21.93;79.53;83.06;62.47;3.69;206.65;233.24;29.13;124.53;91.29;18.41;4.53;236.89;266.24;23.88;115.94;125.18;30.71;5.41;97.15;111.71;18.08;58.82;91.71;68.82;2.59;134.87;136.94;10.67;37.06;68.94;79.24;2.82;111.56;128.29;22.89;53.65;77.12;66;3.06;168.27;191.65;25.53;102.03;87.18;40.44;4.11;191.14;216.51;24.98;106.67;99.84;37.2;4.54;167.64;190.31;23.26;94.71;97.81;45.1;4.06;1.24;-1.63;66.94;105;50;39;11;2;73;178;42;18;17;2;4;1;45;87;63;32;22;1;7;1;28;91;49;20;21;1;7;0;38;87;56;30;18;2;4;2;35;91;199;94;89;2;4;93;48;39;1;1;106;46;50;1;3;9;8;1;0;0;61;44;13;0;0;61;28;24;0;4;68;14;51;2;0;144;55;85;9;44;45;4;;1;1;1
27/02/2013;58;3;0;0;216.8;245;22;55.94;100.24;73;4;129.88;150.06;21.93;79.53;83.06;62.47;3.69;206.65;233.24;29.13;124.53;91.29;18.41;4.53;236.89;266.24;23.88;115.94;125.18;30.71;5.41;97.15;111.71;18.08;58.82;91.71;68.82;2.59;134.87;136.94;10.67;37.06;68.94;79.24;2.82;173.34;197.53;21.97;67.74;91.65;67.74;3.85;184.44;209.43;24.35;86.67;91.53;51.29;4.07;197.56;223.64;24.24;93.99;99.94;46.15;4.41;3.58;-1.19;54.96;100;48;22;15;10;98;198;51;23;12;2;9;5;62;113;49;25;10;3;6;5;36;85;47;24;7;3;10;3;51;98;53;24;15;2;5;7;47;100;253;140;95;3;4;107;58;40;1;0;146;82;55;2;4;12;11;0;0;1;93;72;16;0;0;70;39;25;0;0;78;18;54;3;3;188;65;127;13;49;46;1;3;;3;1
28/02/2013;59;4;0;0;297.82;462.86;165.5;53.12;101.35;78.88;3.59;216.8;245;22;55.94;100.24;73;4;129.88;150.06;21.93;79.53;83.06;62.47;3.69;206.65;233.24;29.13;124.53;91.29;18.41;4.53;236.89;266.24;23.88;115.94;125.18;30.71;5.41;97.15;111.71;18.08;58.82;91.71;68.82;2.59;257.31;353.93;93.75;54.53;100.8;75.94;3.8;214.83;285.97;69.81;62.86;94.88;71.45;3.76;212.79;272.79;59.64;78.28;93.99;58.19;3.95;3.19;-0.82;49.32;77;37;27;6;5;89;166;32;15;13;0;1;3;53;85;45;22;14;2;5;2;36;81;36;18;17;0;1;0;48;84;41;19;10;2;5;5;41;82;227;117;100;3;4;105;50;49;2;2;122;67;51;1;2;6;4;2;0;0;78;57;19;0;0;59;32;25;0;2;84;24;54;3;2;160;67;100;17;55;45;3;1;;3;1
01/03/2013;60;5;0;0;56.63;257.5;203.33;8.5;19.63;81.38;1;297.82;462.86;165.5;53.12;101.35;78.88;3.59;216.8;245;22;55.94;100.24;73;4;129.88;150.06;21.93;79.53;83.06;62.47;3.69;206.65;233.24;29.13;124.53;91.29;18.41;4.53;236.89;266.24;23.88;115.94;125.18;30.71;5.41;177.23;360.18;184.42;30.81;60.49;80.13;2.3;190.42;321.79;130.28;39.19;73.74;77.75;2.86;175.28;278.86;103.19;49.27;76.07;73.93;3.07;-0.78;-0.6;22.32;108;37;44;17;5;85;193;44;12;23;1;4;4;52;96;64;25;21;4;13;1;33;97;45;14;19;4;5;3;38;83;63;23;25;1;12;2;47;110;180;98;69;1;6;80;48;28;1;1;100;50;41;0;5;3;0;2;0;1;74;64;8;0;0;49;26;19;0;4;54;8;40;1;1;136;44;92;6;36;33;5;1;;1;1
