Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,z_is_good,cut_nb,clarity_nb,color_nb
294,0.72,Ideal,G,VS2,61.9,58.0,2797,5.72,5.75,3.55,True,4,3,3
295,0.74,Ideal,H,VS1,61.8,58.0,2797,5.77,5.81,3.58,True,4,4,2
296,0.74,Ideal,H,VS1,61.6,56.0,2797,5.81,5.82,3.58,True,4,4,2
297,0.7,Fair,G,VVS1,58.8,66.0,2797,5.81,5.9,3.44,True,0,6,3
298,0.8,Premium,F,SI2,61.0,57.0,2797,6.03,6.01,3.67,True,3,1,4
299,1.01,Fair,E,SI2,67.4,60.0,2797,6.19,6.05,4.13,True,0,1,5
300,0.8,Very Good,H,VS2,63.4,60.0,2797,5.92,5.82,3.72,True,2,3,2
301,0.77,Ideal,I,VS1,61.5,59.0,2798,5.87,5.91,3.62,True,4,4,1
302,0.83,Very Good,E,SI2,58.0,62.0,2799,6.19,6.25,3.61,True,2,1,5
303,0.82,Ideal,F,SI2,62.4,54.0,2799,5.97,6.02,3.74,True,4,1,4
304,0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,5.86,3.64,True,4,2,6
305,0.6,Very Good,G,IF,61.6,56.0,2800,5.43,5.46,3.35,True,2,7,3
306,0.9,Good,I,SI2,62.2,59.0,2800,6.07,6.11,3.79,True,1,1,1
307,0.7,Premium,E,VS1,62.2,58.0,2800,5.6,5.66,3.5,True,3,4,5
308,0.9,Very Good,I,SI2,61.3,56.0,2800,6.17,6.23,3.8,True,2,1,1
309,0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76,True,4,2,3
310,0.83,Ideal,G,SI1,61.8,57.0,2800,6.03,6.07,3.74,True,4,2,3
311,0.83,Very Good,H,SI1,62.5,59.0,2800,5.95,6.02,3.74,True,2,2,2
312,0.74,Premium,G,VS1,62.9,60.0,2800,5.74,5.68,3.59,True,3,4,3
313,0.79,Ideal,I,VS1,61.8,59.0,2800,5.92,5.95,3.67,True,4,4,1
314,0.61,Ideal,G,IF,62.3,56.0,2800,5.43,5.45,3.39,True,4,7,3
315,0.76,Fair,G,VS1,59.0,70.0,2800,5.89,5.8,3.46,True,0,4,3
316,0.96,Ideal,F,I1,60.7,55.0,2801,6.37,6.41,3.88,True,4,0,4
317,0.73,Ideal,F,VS2,62.5,55.0,2801,5.8,5.76,3.61,True,4,3,4
318,0.73,Premium,F,VS2,62.7,58.0,2801,5.76,5.7,3.59,True,3,3,4
319,0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59,True,4,2,2
320,0.71,Premium,F,VS2,62.1,58.0,2801,5.7,5.67,3.53,True,3,3,4
321,0.71,Good,F,VS2,57.8,60.0,2801,5.9,5.87,3.4,True,1,3,4
322,0.71,Good,F,VS2,63.8,58.0,2801,5.64,5.61,3.59,True,1,3,4
323,0.71,Premium,F,VS2,62.8,57.0,2801,5.69,5.64,3.56,True,3,3,4
324,1.04,Premium,G,I1,62.2,58.0,2801,6.46,6.41,4.0,True,3,0,3
325,1.0,Premium,J,SI2,62.3,58.0,2801,6.45,6.34,3.98,True,3,1,0
326,0.87,Very Good,G,SI2,59.9,58.0,2802,6.19,6.23,3.72,True,2,1,3
327,0.53,Ideal,F,IF,61.9,54.0,2802,5.22,5.25,3.24,True,4,7,4
328,0.72,Premium,E,VS2,63.0,55.0,2802,5.79,5.61,3.59,True,3,3,5
329,0.72,Premium,F,VS1,62.4,58.0,2802,5.83,5.7,3.6,True,3,4,4
330,0.7,Very Good,F,VS2,62.9,58.0,2803,5.63,5.65,3.55,True,2,3,4
331,0.74,Very Good,E,SI1,63.5,56.0,2803,5.74,5.79,3.66,True,2,2,5
332,0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,5.71,3.51,True,4,3,3
333,0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55,True,4,2,5
334,0.7,Good,G,VS1,65.1,58.0,2803,5.56,5.59,3.63,True,1,4,3
335,0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3.56,True,3,3,4
336,0.71,Premium,F,VS2,58.0,62.0,2803,5.85,5.81,3.38,True,3,3,4
337,0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54,True,3,4,3
338,0.77,Premium,G,VS2,61.3,57.0,2803,5.93,5.88,3.62,True,3,3,3
339,0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3.47,True,3,3,3
340,0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64,True,3,3,3
341,0.71,Very Good,G,VS1,63.5,55.0,2803,5.66,5.64,3.59,True,2,4,3
342,0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,6.15,3.85,True,4,1,6
343,0.71,Very Good,E,VS2,63.8,58.0,2804,5.62,5.66,3.6,True,2,3,5
344,0.71,Very Good,E,VS2,64.0,57.0,2804,5.66,5.68,3.63,True,2,3,5
345,0.8,Very Good,E,SI2,62.5,56.0,2804,5.88,5.96,3.7,True,2,1,5
346,0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,5.73,3.56,True,2,2,6
347,0.72,Ideal,F,VS1,61.7,57.0,2804,5.74,5.77,3.55,True,4,4,4
348,0.72,Very Good,F,VS1,62.2,58.0,2804,5.75,5.7,3.56,True,2,4,4
349,0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3.72,True,4,3,2
350,0.7,Ideal,D,SI1,61.0,59.0,2804,5.68,5.7,3.47,True,4,2,6
351,0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58,True,4,2,6
352,0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,5.8,3.56,True,4,2,6
353,0.9,Fair,I,SI1,67.3,59.0,2804,5.93,5.84,3.96,True,0,2,1
354,0.74,Premium,F,VS2,61.7,58.0,2805,5.85,5.78,3.59,True,3,3,4
355,0.74,Premium,F,VS2,61.9,56.0,2805,5.8,5.77,3.58,True,3,3,4
356,0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,3.58,True,4,1,5
357,0.57,Fair,E,VVS1,58.7,66.0,2805,5.34,5.43,3.16,True,0,6,5
358,0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3.58,True,3,3,4
359,0.72,Ideal,G,VS2,62.8,56.0,2805,5.74,5.7,3.59,True,4,3,3
360,0.74,Fair,F,VS2,61.1,68.0,2805,5.82,5.75,3.53,True,0,3,4
361,0.82,Good,G,VS2,64.0,57.0,2805,5.92,5.89,3.78,True,1,3,3
362,0.81,Very Good,G,SI1,62.5,60.0,2806,5.89,5.94,3.69,True,2,2,3
363,0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56,True,2,6,2
364,0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53,True,4,2,4
365,0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,5.72,3.54,True,2,4,4
366,0.71,Very Good,F,VS1,60.0,57.0,2807,5.84,5.9,3.52,True,2,4,4
367,0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84,True,3,1,0
368,0.8,Very Good,H,VS2,62.8,57.0,2808,5.87,5.91,3.7,True,2,3,2
369,0.7,Very Good,F,VS1,62.0,57.0,2808,5.64,5.71,3.52,True,2,4,4
370,1.0,Fair,G,I1,66.4,59.0,2808,6.16,6.09,4.07,True,0,0,3
371,0.75,Very Good,G,VS2,63.4,56.0,2808,5.78,5.74,3.65,True,2,3,3
372,0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,5.43,3.3,True,4,5,5
373,0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,5.7,3.61,True,2,2,6
374,0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,5.79,3.67,True,2,2,4
375,0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61,True,3,1,6
376,0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,3.53,True,3,2,4
377,1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33,True,0,0,4
378,0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,5.7,3.5,True,2,4,4
379,0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,3.48,True,2,4,4
380,0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,5.85,3.6,True,4,1,6
381,0.7,Good,F,VS1,62.8,61.0,2810,5.57,5.61,3.51,True,1,4,4
382,0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69,True,1,2,3
383,0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,3.64,True,2,2,4
384,0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,3.79,True,2,2,6
385,1.0,Fair,J,VS2,65.7,59.0,2811,6.14,6.07,4.01,True,0,3,0
386,0.99,Fair,I,SI2,68.1,56.0,2811,6.21,6.06,4.18,True,0,1,1
387,0.7,Very Good,G,VS1,63.0,60.0,2812,5.57,5.64,3.53,True,2,4,3
388,0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3.45,True,2,3,4
389,0.7,Good,E,SI1,63.5,59.0,2812,5.49,5.53,3.5,True,1,2,5
390,0.7,Very Good,F,VS2,61.7,58.0,2812,5.63,5.69,3.49,True,2,3,4
391,0.32,Premium,I,SI1,62.7,58.0,554,4.37,4.34,2.73,True,3,2,1
392,0.32,Premium,I,SI1,62.8,58.0,554,4.39,4.34,2.74,True,3,2,1
393,0.32,Ideal,I,SI1,62.4,57.0,554,4.37,4.35,2.72,True,4,2,1
394,0.32,Premium,I,SI1,61.0,59.0,554,4.39,4.36,2.67,True,3,2,1
395,0.32,Very Good,I,SI1,63.1,56.0,554,4.39,4.36,2.76,True,2,2,1
396,0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2.7,True,4,2,1
397,0.3,Premium,H,SI1,60.9,59.0,554,4.31,4.29,2.62,True,3,2,2
398,0.3,Premium,H,SI1,60.1,55.0,554,4.41,4.38,2.64,True,3,2,2
399,0.3,Premium,H,SI1,62.9,58.0,554,4.28,4.24,2.68,True,3,2,2
400,0.3,Very Good,H,SI1,63.3,56.0,554,4.29,4.27,2.71,True,2,2,2
401,0.3,Good,H,SI1,63.8,55.0,554,4.26,4.2,2.7,True,1,2,2
402,0.3,Ideal,H,SI1,62.9,57.0,554,4.27,4.22,2.67,True,4,2,2
403,0.3,Very Good,H,SI1,63.4,60.0,554,4.25,4.23,2.69,True,2,2,2
404,0.32,Good,I,SI1,63.9,55.0,554,4.36,4.34,2.78,True,1,2,1
405,0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,2.95,True,4,1,2
406,0.29,Very Good,E,VS1,61.9,55.0,555,4.28,4.33,2.66,True,2,4,5
407,0.29,Very Good,E,VS1,62.4,55.0,555,4.2,4.25,2.63,True,2,4,5
408,0.31,Very Good,F,SI1,61.8,58.0,555,4.32,4.35,2.68,True,2,2,4
409,0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,2.76,True,4,3,2
410,0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,2.75,True,4,3,2
411,0.34,Ideal,I,VS1,61.8,55.0,555,4.48,4.52,2.78,True,4,4,1
412,0.34,Ideal,I,VS1,62.0,56.0,555,4.5,4.53,2.8,True,4,4,1
413,0.3,Ideal,G,VS1,62.3,56.0,555,4.29,4.31,2.68,True,4,4,3
414,0.29,Ideal,F,VS1,61.6,56.0,555,4.26,4.31,2.64,True,4,4,4
415,0.35,Ideal,G,SI1,60.6,56.0,555,4.56,4.58,2.77,True,4,2,3
416,0.43,Very Good,E,I1,58.4,62.0,555,4.94,5.0,2.9,True,2,0,5
417,0.32,Very Good,F,VS2,61.4,58.0,556,4.37,4.42,2.7,True,2,3,4
418,0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,2.82,True,4,3,1
419,0.3,Ideal,G,VS2,62.0,56.0,556,4.28,4.3,2.66,True,4,3,3
420,0.26,Ideal,E,VS1,61.5,57.0,556,4.09,4.12,2.52,True,4,4,5
421,0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3.54,True,2,3,4
422,0.7,Very Good,F,VS2,60.9,61.0,2812,5.66,5.71,3.46,True,2,3,4
423,0.71,Ideal,D,SI1,62.4,57.0,2812,5.69,5.72,3.56,True,4,2,6
424,0.99,Fair,J,SI1,55.0,61.0,2812,6.72,6.67,3.68,True,0,2,0
425,0.73,Premium,E,VS2,58.6,60.0,2812,5.92,5.89,3.46,True,3,3,5
426,0.51,Ideal,F,VVS1,62.0,57.0,2812,5.15,5.11,3.18,True,4,6,4
427,0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,True,3,1,3
428,0.84,Very Good,E,SI1,63.4,55.0,2813,6.0,5.95,3.79,True,2,2,5
429,0.91,Good,I,VS2,64.3,58.0,2813,6.09,6.05,3.9,True,1,3,1
430,0.76,Premium,E,SI1,62.2,59.0,2814,5.86,5.81,3.63,True,3,2,5
431,0.76,Ideal,E,SI1,61.7,57.0,2814,5.88,5.85,3.62,True,4,2,5
432,0.75,Premium,E,SI1,61.1,59.0,2814,5.86,5.83,3.57,True,3,2,5
433,0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23,True,2,6,6
434,0.76,Very Good,F,SI2,58.5,62.0,2815,5.93,6.01,3.49,True,2,1,4
435,0.74,Premium,G,VS1,61.7,58.0,2815,5.79,5.81,3.58,True,3,4,3
436,0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,5.81,3.49,True,4,2,2
437,0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,3.52,True,4,2,2
438,0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,3.54,True,4,2,2
439,0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,5.77,3.53,True,4,2,2
440,0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94,True,0,3,0
441,0.95,Fair,F,SI2,56.0,60.0,2815,6.62,6.53,3.68,True,0,1,4
442,0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76,True,3,1,2
443,0.72,Premium,E,VS2,58.3,58.0,2815,5.99,5.92,3.47,True,3,3,5
444,0.96,Fair,E,SI2,53.1,63.0,2815,6.73,6.65,3.55,True,0,1,5
445,1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,3.94,True,3,0,3
446,0.78,Very Good,I,VVS2,61.4,56.0,2816,5.91,5.95,3.64,True,2,5,1
447,0.61,Ideal,G,VVS2,60.1,57.0,2816,5.52,5.54,3.32,True,4,5,3
448,0.71,Good,D,VS1,63.4,55.0,2816,5.61,5.69,3.58,True,1,4,6
449,0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64,True,3,2,4
450,0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,3.85,True,4,1,2
451,0.83,Ideal,H,SI1,62.5,55.0,2816,6.04,6.0,3.76,True,4,2,2
452,0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,3.53,True,3,2,5
453,0.71,Ideal,I,VVS2,60.2,56.0,2817,5.84,5.89,3.53,True,4,5,1
454,0.71,Ideal,E,VS2,62.7,57.0,2817,5.66,5.64,3.54,True,4,3,5
455,0.71,Premium,E,VS2,62.3,58.0,2817,5.69,5.65,3.53,True,3,3,5
456,0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,5.52,3.38,True,4,5,4
457,0.71,Premium,E,SI1,59.2,59.0,2817,5.86,5.83,3.46,True,3,2,5
458,0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,3.54,True,3,2,5
459,0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,3.52,True,4,2,5
460,0.71,Premium,E,SI1,61.4,58.0,2817,5.77,5.73,3.53,True,3,2,5
461,0.9,Ideal,J,VS2,62.8,55.0,2817,6.2,6.16,3.88,True,4,3,0
462,0.71,Good,E,SI1,62.8,64.0,2817,5.6,5.54,3.5,True,1,2,5
463,0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52,True,3,3,5
464,0.7,Premium,E,VS2,59.3,60.0,2818,5.78,5.73,3.41,True,3,3,5
465,0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54,True,3,3,5
466,1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93,True,3,0,2
467,0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,3.73,True,3,1,4
468,0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,6.0,3.68,True,4,2,2
469,0.7,Ideal,E,VS1,62.9,57.0,2818,5.66,5.61,3.54,True,4,4,5
470,0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,3.5,True,3,4,5
471,0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5,True,3,3,4
472,0.7,Premium,E,VS1,62.7,57.0,2818,5.68,5.64,3.55,True,3,4,5
473,1.0,Fair,H,SI2,65.3,62.0,2818,6.34,6.12,4.08,True,0,1,2
474,0.72,Very Good,G,VS1,63.8,58.0,2819,5.64,5.68,3.61,True,2,4,3
475,0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,3.58,True,4,4,2
476,0.7,Good,F,VS1,59.7,63.0,2819,5.76,5.79,3.45,True,1,4,4
477,0.86,Good,F,SI2,64.3,60.0,2819,5.97,5.95,3.83,True,1,1,4
478,0.71,Ideal,G,VS1,62.9,58.0,2820,5.66,5.69,3.57,True,4,4,3
479,0.75,Ideal,E,SI1,62.0,57.0,2821,5.8,5.78,3.59,True,4,2,5
480,0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3.54,True,3,3,5
481,0.53,Ideal,E,VVS1,61.9,55.0,2821,5.2,5.21,3.22,True,4,6,5
482,0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,3.55,True,3,2,5
483,0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,3.63,True,1,2,5
484,0.73,Premium,E,SI1,59.6,61.0,2821,5.92,5.85,3.51,True,3,2,5
485,0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56,True,3,2,5
486,0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6,True,3,2,6
487,0.73,Very Good,E,SI1,63.2,58.0,2821,5.76,5.7,3.62,True,2,2,5
488,0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,3.48,True,3,4,5
489,0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3.51,True,3,3,5
490,0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52,True,3,3,5
491,0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58,True,3,3,5
492,0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3.44,True,3,3,5
493,0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,5.4,3.34,True,4,5,4
494,0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57,True,4,6,1
495,0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,3.58,True,4,2,4
496,0.71,Premium,D,SI1,62.7,60.0,2822,5.71,5.67,3.57,True,3,2,6
497,0.71,Premium,D,SI1,61.3,58.0,2822,5.75,5.73,3.52,True,3,2,6
498,0.7,Premium,D,SI1,60.2,60.0,2822,5.82,5.75,3.48,True,3,2,6
499,0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,5.72,3.48,True,4,2,6
500,0.9,Good,J,VS2,64.0,61.0,2822,6.04,6.03,3.86,True,1,3,0
501,0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,3.52,True,4,2,6
502,0.7,Premium,E,VS2,61.5,59.0,2822,5.73,5.68,3.51,True,3,3,5
503,0.7,Premium,E,VS2,62.6,56.0,2822,5.71,5.66,3.56,True,3,3,5
504,0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,3.46,True,4,2,6
505,0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,3.49,True,1,2,5
506,0.7,Ideal,D,SI1,62.5,57.0,2822,5.62,5.59,3.51,True,4,2,6
507,0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,5.63,3.51,True,4,2,6
508,0.7,Premium,E,VS2,60.7,62.0,2822,5.72,5.68,3.46,True,3,3,5
509,0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3.49,True,3,3,4
510,0.7,Ideal,D,SI1,61.4,54.0,2822,5.75,5.71,3.52,True,4,2,6
511,0.79,Very Good,D,SI2,62.8,59.0,2823,5.86,5.9,3.69,True,2,1,6
512,0.9,Good,I,SI1,63.8,57.0,2823,6.06,6.13,3.89,True,1,2,1
513,0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3.54,True,3,3,5
514,0.61,Ideal,E,VVS2,61.3,54.0,2823,5.51,5.59,3.4,True,4,5,5
515,0.9,Fair,H,SI2,65.8,54.0,2823,6.05,5.98,3.96,True,0,1,2
516,0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,5.73,3.47,True,4,2,5
517,0.71,Premium,D,VS2,61.2,59.0,2824,5.74,5.69,3.5,True,3,3,6
518,0.77,Ideal,I,VVS2,62.1,57.0,2824,5.84,5.86,3.63,True,4,5,1
519,0.74,Good,E,VS1,63.1,58.0,2824,5.73,5.75,3.62,True,1,4,5
520,0.82,Ideal,F,SI2,62.4,54.0,2824,6.02,5.97,3.74,True,4,1,4
521,0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,3.67,True,3,1,5
522,0.71,Premium,G,VS1,62.2,59.0,2825,5.73,5.66,3.54,True,3,4,3
523,0.83,Premium,H,SI1,60.0,59.0,2825,6.08,6.05,3.64,True,3,2,2
524,0.73,Very Good,G,VS1,62.0,57.0,2825,5.75,5.8,3.58,True,2,4,3
525,0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74,True,3,2,2
526,1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,4.13,True,3,0,0
527,0.91,Fair,H,SI2,61.3,67.0,2825,6.24,6.19,3.81,True,0,1,2
528,0.73,Premium,E,VS1,62.6,60.0,2826,5.75,5.68,3.58,True,3,4,5
529,0.7,Good,E,VS1,57.2,59.0,2826,5.94,5.88,3.38,True,1,4,5
530,0.9,Premium,I,SI2,62.2,59.0,2826,6.11,6.07,3.79,True,3,1,1
531,0.7,Premium,E,VS1,62.2,58.0,2826,5.66,5.6,3.5,True,3,4,5
532,0.7,Very Good,D,VS2,63.3,56.0,2826,5.6,5.58,3.54,True,2,3,6
533,0.7,Premium,E,VS1,59.4,61.0,2826,5.78,5.74,3.42,True,3,4,5
534,0.9,Very Good,I,SI2,63.5,56.0,2826,6.17,6.07,3.88,True,2,1,1
535,0.78,Premium,F,SI1,60.8,60.0,2826,5.97,5.94,3.62,True,3,2,4
536,0.96,Ideal,F,I1,60.7,55.0,2826,6.41,6.37,3.88,True,4,0,4
537,0.7,Very Good,D,SI1,62.3,59.0,2827,5.67,5.7,3.54,True,2,2,6
538,0.72,Good,D,VS2,64.0,54.0,2827,5.68,5.7,3.64,True,1,3,6
539,0.79,Premium,H,VVS2,62.6,58.0,2827,5.96,5.9,3.71,True,3,5,2
540,0.7,Ideal,H,VVS1,61.6,57.0,2827,5.69,5.74,3.52,True,4,6,2
541,0.7,Ideal,H,VVS1,62.3,55.0,2827,5.66,5.7,3.54,True,4,6,2
542,0.7,Ideal,D,SI2,60.6,57.0,2828,5.74,5.77,3.49,True,4,1,6
543,1.01,Premium,H,SI2,61.6,61.0,2828,6.39,6.31,3.91,True,3,1,2
544,0.72,Premium,F,VS1,62.2,58.0,2829,5.75,5.7,3.56,True,3,4,4
545,0.8,Good,E,SI2,63.7,54.0,2829,5.91,5.87,3.75,True,1,1,5
546,0.59,Ideal,E,VVS1,62.0,56.0,2829,5.36,5.38,3.33,True,4,6,5
547,0.72,Ideal,F,VS1,61.7,57.0,2829,5.77,5.74,3.55,True,4,4,4
548,0.75,Premium,E,SI2,61.9,57.0,2829,5.88,5.82,3.62,True,3,1,5
549,0.8,Premium,E,SI2,60.2,57.0,2829,6.05,6.01,3.63,True,3,1,5
550,0.71,Very Good,E,VS2,62.7,59.0,2830,5.65,5.7,3.56,True,2,3,5
551,0.77,Very Good,H,SI1,61.7,56.0,2830,5.84,5.89,3.62,True,2,2,2
552,0.97,Ideal,F,I1,60.7,56.0,2830,6.41,6.43,3.9,True,4,0,4
553,0.53,Ideal,F,VVS1,60.9,57.0,2830,5.23,5.29,3.19,True,4,6,4
554,0.53,Ideal,F,VVS1,61.8,57.0,2830,5.16,5.19,3.2,True,4,6,4
555,0.8,Ideal,I,VS2,62.1,54.4,2830,5.94,5.99,3.7,True,4,3,1
556,0.9,Premium,G,SI1,60.6,62.0,2830,6.21,6.13,3.74,True,3,2,3
557,0.76,Very Good,E,SI2,60.8,60.0,2831,5.89,5.98,3.61,True,2,1,5
558,0.72,Ideal,E,SI1,62.3,57.0,2831,5.7,5.76,3.57,True,4,2,5
559,0.75,Ideal,E,SI1,61.4,57.0,2831,5.82,5.87,3.59,True,4,2,5
560,0.72,Premium,E,SI1,62.1,58.0,2831,5.73,5.76,3.57,True,3,2,5
561,0.79,Ideal,G,SI1,61.8,56.0,2831,5.93,5.91,3.66,True,4,2,3
562,0.72,Very Good,F,VS2,62.5,58.0,2832,5.71,5.75,3.58,True,2,3,4
563,0.91,Very Good,I,SI2,62.8,61.0,2832,6.15,6.18,3.87,True,2,1,1
564,0.71,Premium,G,VVS2,62.1,57.0,2832,5.75,5.65,3.54,True,3,5,3
565,0.81,Premium,G,SI1,63.0,60.0,2832,5.87,5.81,3.68,True,3,2,3
566,0.82,Ideal,H,SI1,62.5,57.0,2832,5.91,5.97,3.71,True,4,2,2
567,0.71,Premium,F,VS1,62.2,58.0,2832,5.72,5.66,3.54,True,3,4,4
568,0.9,Good,J,SI1,64.3,63.0,2832,6.05,6.01,3.88,True,1,2,0
569,0.8,Very Good,I,VS2,62.0,58.0,2833,5.86,5.95,3.66,True,2,3,1
570,0.56,Very Good,E,IF,61.0,59.0,2833,5.28,5.34,3.24,True,2,7,5
571,0.7,Very Good,D,VS2,59.6,61.0,2833,5.77,5.8,3.45,True,2,3,6
572,0.7,Ideal,D,VS2,61.0,57.0,2833,5.74,5.76,3.51,True,4,3,6
573,0.61,Ideal,F,VVS2,61.7,55.0,2833,5.45,5.48,3.37,True,4,5,4
574,0.85,Ideal,H,SI2,62.5,57.0,2833,6.02,6.07,3.78,True,4,1,2
575,0.7,Ideal,F,SI1,60.7,57.0,2833,5.73,5.75,3.49,True,4,2,4
576,0.8,Ideal,G,VS2,62.2,56.0,2834,5.94,5.87,3.67,True,4,3,3
577,0.8,Ideal,H,VS2,62.8,57.0,2834,5.91,5.87,3.7,True,4,3,2
578,0.51,Very Good,D,VVS1,59.9,58.0,2834,5.16,5.19,3.1,True,2,6,6
579,0.53,Ideal,F,VVS1,61.4,57.0,2834,5.2,5.23,3.2,True,4,6,4
580,0.78,Ideal,I,VS2,61.8,55.0,2834,5.92,5.95,3.67,True,4,3,1
581,0.9,Very Good,J,SI1,63.4,54.0,2834,6.17,6.14,3.9,True,2,2,0
582,0.9,Fair,G,SI2,65.3,59.0,2834,6.07,6.0,3.94,True,0,1,3
583,0.77,Ideal,E,SI2,60.7,55.0,2834,6.01,5.95,3.63,True,4,1,5
584,0.73,Ideal,F,VS1,61.2,56.0,2835,5.89,5.81,3.58,True,4,4,4
585,0.63,Ideal,F,VVS2,61.9,57.0,2835,5.47,5.51,3.4,True,4,5,4
586,0.7,Ideal,E,VS2,61.5,54.0,2835,5.7,5.75,3.52,True,4,3,5
587,0.72,Ideal,E,VS2,62.8,57.0,2835,5.71,5.73,3.59,True,4,3,5
